taxonKey	scientificName	rank	taxonomicStatus	includes
3086240	Mirabilis jalapa L.	SPECIES	ACCEPTED	3086240: Mirabilis jalapa L.
3086784	Parthenium hysterophorus L.	SPECIES	ACCEPTED	3086784: Parthenium hysterophorus L.
3088282	Petasites pyrenaicus (L.) G.López	SPECIES	ACCEPTED	3088282: Petasites pyrenaicus (L.) G.López
3088310	Petasites japonicus (Siebold & Zucc.) Maxim.	SPECIES	ACCEPTED	3088310: Petasites japonicus (Siebold & Zucc.) Maxim.
3088481	Tagetes minuta L.	SPECIES	ACCEPTED	3088481: Tagetes minuta L.
3088488	Tagetes erecta L.	SPECIES	ACCEPTED	3088488: Tagetes erecta L. | 3088492: Tagetes patula L.
3089146	Xanthium orientale L.	SPECIES	ACCEPTED	3089146: Xanthium orientale L. | 6077752: Xanthium albinum subsp. riparium (Celak.) Widd. & Wagenitz
3089150	Xanthium spinosum L.	SPECIES	ACCEPTED	3089150: Xanthium spinosum L.
3089154	Xanthium strumarium L.	SPECIES	DOUBTFUL	3089154: Xanthium strumarium L.
3090783	Prenanthes purpurea L.	SPECIES	ACCEPTED	3090783: Prenanthes purpurea L.
3092576	Silphium perfoliatum L.	SPECIES	ACCEPTED	3092576: Silphium perfoliatum L.
3092782	Euthamia graminifolia (L.) Nutt.	SPECIES	ACCEPTED	5387035: Solidago graminifolia (L.) Salisb.
3092946	Callistephus chinensis Nees	SPECIES	ACCEPTED	3092946: Callistephus chinensis Nees
3094253	Symphyotrichum subulatum (Michx.) G.L.Nesom	SPECIES	ACCEPTED	3151764: Symphyotrichum squamatum (Spreng.) G.L.Nesom
3094939	Onopordum tauricum Willd.	SPECIES	ACCEPTED	3094939: Onopordum tauricum Willd.
3096529	Mauranthemum paludosum (Poir.) R.Vogt & Oberpr.	SPECIES	ACCEPTED	5388471: Leucanthemum paludosum (Poir.) Pomel | 7452956: Leucanthemum paludosum (Poir.) Bonnet & Barratte
3098912	Cosmos bipinnatus Cav.	SPECIES	ACCEPTED	3098912: Cosmos bipinnatus Cav.
3098951	Cosmos sulphureus Cav.	SPECIES	ACCEPTED	3098951: Cosmos sulphureus Cav.
3100375	Acanthospermum hispidum DC.	SPECIES	ACCEPTED	3100375: Acanthospermum hispidum DC.
3101184	Dittrichia viscosa (L.) Greuter	SPECIES	ACCEPTED	3101184: Dittrichia viscosa (L.) Greuter
3101193	Dittrichia graveolens (L.) Greuter	SPECIES	ACCEPTED	3101193: Dittrichia graveolens (L.) Greuter
3102823	Anthemis ruthenica M.Bieb.	SPECIES	ACCEPTED	3102823: Anthemis ruthenica M.Bieb.
3102871	Xerochrysum bracteatum (Vent.) Tzvelev	SPECIES	ACCEPTED	3102871: Xerochrysum bracteatum (Vent.) Tzvelev | 3102877: Helichrysum bracteatum (Vent.) Andrews
3103082	Gamochaeta pensylvanica (Willd.) Cabrera	SPECIES	ACCEPTED	3103082: Gamochaeta pensylvanica (Willd.) Cabrera
3103791	Matricaria discoidea DC.	SPECIES	ACCEPTED	3103791: Matricaria discoidea DC.
3103817	Matricaria aurea Sch.Bip.	SPECIES	ACCEPTED	3103817: Matricaria aurea Sch.Bip.
3104150	Tripleurospermum decipiens (Fisch. & Mey.) Bornm.	SPECIES	ACCEPTED	3104150: Tripleurospermum decipiens (Fisch. & Mey.) Bornm.
3104314	Liatris spicata Willd.	SPECIES	ACCEPTED	3104314: Liatris spicata Willd.
3105768	Sonchus tenerrimus L.	SPECIES	ACCEPTED	3105768: Sonchus tenerrimus L.
3109086	Senecio inaequidens DC.	SPECIES	ACCEPTED	3109086: Senecio inaequidens DC.
3109117	Senecio squalidus L.	SPECIES	ACCEPTED	3109117: Senecio squalidus L.
3110588	Ambrosia trifida L.	SPECIES	ACCEPTED	3110588: Ambrosia trifida L.
3110686	Ambrosia psilostachya DC.	SPECIES	ACCEPTED	3110689: Ambrosia coronopifolia Torr. & A.Gray | 3110686: Ambrosia psilostachya DC.
3110767	Cladanthus mixtus (L.) Chevall.	SPECIES	ACCEPTED	3110782: Anthemis mixta L.
3110905	Scorzonera hispanica L.	SPECIES	ACCEPTED	3110905: Scorzonera hispanica L.
3112110	Cotula coronopifolia L.	SPECIES	ACCEPTED	3112110: Cotula coronopifolia L.
3112361	Cynara scolymus L.	SPECIES	ACCEPTED	3112361: Cynara scolymus L.
3112364	Cynara cardunculus L.	SPECIES	ACCEPTED	3112364: Cynara cardunculus L. | 4241131: Cynara cardunculus subsp. flavescens Wiklund
3112994	Cirsium subalpinum Gaudin.	SPECIES	ACCEPTED	3112994: Cirsium subalpinum Gaudin.
3113637	Cirsium rivulare All.	SPECIES	ACCEPTED	3113637: Cirsium rivulare All.
3113745	Cirsium heterophyllum (L.) Hill	SPECIES	ACCEPTED	3113745: Cirsium heterophyllum (L.) Hill
3113852	Gutenbergia rueppellii Sch.Bip.	SPECIES	ACCEPTED	3113852: Gutenbergia rueppellii Sch.Bip.
3114225	Rudbeckia hirta L.	SPECIES	ACCEPTED	3114225: Rudbeckia hirta L.
3114229	Rudbeckia laciniata L.	SPECIES	ACCEPTED	3114229: Rudbeckia laciniata L.
3114249	Rudbeckia fulgida Ait.	SPECIES	ACCEPTED	3114249: Rudbeckia fulgida Ait.
3114643	Carduus acanthoides L.	SPECIES	ACCEPTED	3114643: Carduus acanthoides L.
3114667	Carduus pycnocephalus L.	SPECIES	ACCEPTED	3114667: Carduus pycnocephalus L.
3114986	Arctotheca calendula (L.) Levyns	SPECIES	ACCEPTED	3114986: Arctotheca calendula (L.) Levyns
3118216	Tanacetum corymbosum Sch.Bip.	SPECIES	ACCEPTED	3118216: Tanacetum corymbosum Sch.Bip.
3118254	Tanacetum balsamita L.	SPECIES	ACCEPTED	3118254: Tanacetum balsamita L.
3118430	Tanacetum parthenium Sch.Bip.	SPECIES	ACCEPTED	3118430: Tanacetum parthenium Sch.Bip.
3118526	Tanacetum macrophyllum Sch.Bip.	SPECIES	ACCEPTED	3118526: Tanacetum macrophyllum Sch.Bip.
3119175	Helianthus tuberosus L.	SPECIES	ACCEPTED	3119175: Helianthus tuberosus L.
3119181	Helianthus laetiflorus Pers.	SPECIES	ACCEPTED	3119181: Helianthus laetiflorus Pers.
3119185	Helianthus decapetalus L.	SPECIES	ACCEPTED	3119185: Helianthus decapetalus L.
3119225	Helianthus petiolaris Nutt.	SPECIES	ACCEPTED	3119225: Helianthus petiolaris Nutt.
3119285	Erigeron philadelphicus L.	SPECIES	ACCEPTED	3119285: Erigeron philadelphicus L.
3120024	Achillea nobilis L.	SPECIES	ACCEPTED	3120024: Achillea nobilis L.
3120284	Achillea filipendulina Lam.	SPECIES	ACCEPTED	3120284: Achillea filipendulina Lam.
3120713	Artemisia scoparia Waldst. & Kit.	SPECIES	ACCEPTED	3120713: Artemisia scoparia Waldst. & Kit.
3120950	Artemisia ludoviciana Nutt.	SPECIES	ACCEPTED	3120950: Artemisia ludoviciana Nutt.
3121226	Artemisia biennis Willd.	SPECIES	ACCEPTED	3121226: Artemisia biennis Willd. | 3121228: Artemisia tournefortiana Rchb.
3121258	Artemisia princeps Pamp.	SPECIES	ACCEPTED	3121258: Artemisia princeps Pamp.
3121562	Artemisia sieversiana Ehrh. ex Willd.	SPECIES	ACCEPTED	3121562: Artemisia sieversiana Ehrh. ex Willd. | 7807853: Artemisia sieversiana Ehrh.
3121581	Artemisia dracunculus L.	SPECIES	ACCEPTED	3121581: Artemisia dracunculus L.
3122323	Notobasis syriaca Cass.	SPECIES	ACCEPTED	3122323: Notobasis syriaca Cass.
3122924	Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.	SPECIES	ACCEPTED	3136120: Hieracium aurantiacum L. | 3122924: Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.
3123249	Pilosella stoloniflora F.W.Schultz & Sch.Bip.	SPECIES	ACCEPTED	3136819: Hieracium stoloniflorum Waldst. & Kit.
3123663	Pilosella caespitosa (Dumort.) P.D.Sell & C.West	SPECIES	ACCEPTED	3135273: Hieracium caespitosum Dumort. | 3123663: Pilosella caespitosa (Dumort.) P.D.Sell & C.West
3125933	Santolina chamaecyparissus L.	SPECIES	ACCEPTED	3125933: Santolina chamaecyparissus L.
3127613	Centaurea paniculata L.	SPECIES	ACCEPTED	3127613: Centaurea paniculata L.
3127727	Centaurea stoebe L.	SPECIES	ACCEPTED	3127727: Centaurea stoebe L.
3128091	Centaurea melitensis L.	SPECIES	ACCEPTED	3128091: Centaurea melitensis L.
3128166	Centaurea aspera L.	SPECIES	ACCEPTED	3128166: Centaurea aspera L.
3128228	Centaurea nigrescens Willd.	SPECIES	ACCEPTED	8936249: Centaurea nigrescens var. microptilon A.Martinis | 4926248: Centaurea jacea subsp. nigrescens (Willd.) Čelak.
3128962	Centaurea diffusa Lam.	SPECIES	ACCEPTED	7831028: Centaurea stoebe Tausch | 3128962: Centaurea diffusa Lam.
3129010	Centaurea diluta Aiton	SPECIES	ACCEPTED	3129010: Centaurea diluta Aiton
3129064	Centaurea macrocephala Puschk. ex Willd.	SPECIES	ACCEPTED	3129064: Centaurea macrocephala Puschk. ex Willd.
3129663	Baccharis halimifolia L.	SPECIES	ACCEPTED	3129663: Baccharis halimifolia L.
3131367	Helichrysum petiolare Hilliard & B.L.Burtt	SPECIES	ACCEPTED	3131367: Helichrysum petiolare Hilliard & B.L.Burtt
3131614	Helichrysum italicum (Roth) G.Don	SPECIES	ACCEPTED	3131614: Helichrysum italicum (Roth) G.Don
3132570	Galinsoga parviflora Cav.	SPECIES	ACCEPTED	3132570: Galinsoga parviflora Cav.
3133887	Coreopsis verticillata L.	SPECIES	ACCEPTED	3133887: Coreopsis verticillata L.
3133938	Coreopsis lanceolata L.	SPECIES	ACCEPTED	3133938: Coreopsis lanceolata L.
3133950	Coreopsis tinctoria Nutt.	SPECIES	ACCEPTED	3133950: Coreopsis tinctoria Nutt.
3134867	Catananche caerulea L.	SPECIES	ACCEPTED	3134867: Catananche caerulea L.
3136929	Anaphalis triplinervis Sims ex C.B.Clarke	SPECIES	ACCEPTED	3136929: Anaphalis triplinervis Sims ex C.B.Clarke
3138192	Eutrochium purpureum (L.) E.E.Lamont	SPECIES	ACCEPTED	5401611: Eupatorium purpureum L.
3138195	Eutrochium maculatum (L.) E.E.Lamont	SPECIES	ACCEPTED	5401612: Eupatorium maculatum L.
3138327	Carthamus tinctorius L.	SPECIES	ACCEPTED	3138327: Carthamus tinctorius L.
3138953	Melampodium perfoliatum Kunth	SPECIES	ACCEPTED	3138953: Melampodium perfoliatum Kunth
3139003	Melampodium montanum Benth.	SPECIES	ACCEPTED	3139003: Melampodium montanum Benth.
3141890	Cyclachaena xanthiifolia Fresen.	SPECIES	ACCEPTED	5696453: Iva xanthifolia Nutt.
3142208	Rhaponticum repens (L.) Hidalgo	SPECIES	ACCEPTED	3142209: Centaurea repens L.
3143034	Doronicum columnae Ten.	SPECIES	ACCEPTED	3143034: Doronicum columnae Ten.
3145214	Silybum marianum (L.) Gaertn.	SPECIES	ACCEPTED	3145214: Silybum marianum (L.) Gaertn.
3146219	Grindelia squarrosa (Pursh) Dunal	SPECIES	ACCEPTED	3146219: Grindelia squarrosa (Pursh) Dunal
3146683	Erigeron sumatrensis Retz.	SPECIES	ACCEPTED	5398027: Conyza sumatrensis (Retz.) E.H.Walker | 3146683: Erigeron sumatrensis Retz.
3146717	Erigeron bonariensis L.	SPECIES	ACCEPTED	5404795: Conyza bonariensis (L.) Cronq.
3146791	Erigeron canadensis L.	SPECIES	ACCEPTED	3146791: Erigeron canadensis L. | 5404801: Conyza canadensis (L.) Cronq.
3147018	Erigeron floribundus Sch.Bip.	SPECIES	ACCEPTED	5398201: Conyza bilbaoana Remy
3147168	Erigeron karvinskianus DC.	SPECIES	ACCEPTED	3147168: Erigeron karvinskianus DC.
3148340	Inula helenium L.	SPECIES	ACCEPTED	3148340: Inula helenium L.
3148560	Anacyclus radiatus Loisel.	SPECIES	ACCEPTED	3148560: Anacyclus radiatus Loisel.
3148589	Anacyclus clavatus Pers.	SPECIES	ACCEPTED	3148589: Anacyclus clavatus Pers.
3151558	Symphyotrichum novi-belgii (L.) G.L.Nesom	SPECIES	ACCEPTED	5406382: Aster novi-belgii L. | 3151558: Symphyotrichum novi-belgii (L.) G.L.Nesom
3151618	Symphyotrichum novae-angliae (L.) G.L.Nesom	SPECIES	ACCEPTED	5406425: Aster novae-angliae L.
3151692	Symphyotrichum ciliatum (Ledeb.) G.L.Nesom	SPECIES	ACCEPTED	5406464: Aster brachyactis S.F.Blake
3151755	Symphyotrichum pilosum (Willd.) G.L.Nesom	SPECIES	ACCEPTED	3151755: Symphyotrichum pilosum (Willd.) G.L.Nesom
3151811	Symphyotrichum salignum (Willd.) G.L.Nesom	SPECIES	ACCEPTED	7483367: Aster salignus Willd.
3152264	Malvastrum americanum (L.) Torr.	SPECIES	ACCEPTED	3152264: Malvastrum americanum (L.) Torr.
3152268	Malvastrum coromandelianum (L.) Garcke	SPECIES	ACCEPTED	3152268: Malvastrum coromandelianum (L.) Garcke
3152367	Malva nicaeensis All.	SPECIES	ACCEPTED	3152367: Malva nicaeensis All.
3152372	Malva pusilla Sm.	SPECIES	ACCEPTED	3152372: Malva pusilla Sm.
3152377	Malva verticillata L.	SPECIES	ACCEPTED	3152377: Malva verticillata L. | 3152370: Malva verticillata var. crispa L.
3152378	Malva parviflora L.	SPECIES	ACCEPTED	3152378: Malva parviflora L.
3152493	Anoda cristata Schltdl.	SPECIES	ACCEPTED	3152493: Anoda cristata Schltdl.
3152560	Hibiscus trionum L.	SPECIES	ACCEPTED	3152560: Hibiscus trionum L.
3152583	Hibiscus syriacus L.	SPECIES	ACCEPTED	3152583: Hibiscus syriacus L.
3152614	Abutilon theophrasti Medik.	SPECIES	ACCEPTED	3152614: Abutilon theophrasti Medik.
3152816	Platanus orientalis L.	SPECIES	ACCEPTED	3152816: Platanus orientalis L.
3152824	Liquidambar styraciflua L.	SPECIES	ACCEPTED	3152824: Liquidambar styraciflua L.
3152861	Liriodendron tulipifera L.	SPECIES	ACCEPTED	3152861: Liriodendron tulipifera L.
3164340	Platycodon grandiflorus A.DC.	SPECIES	ACCEPTED	3164340: Platycodon grandiflorus A.DC.
3167003	Triodanis perfoliata Nieuwl.	SPECIES	ACCEPTED	3167003: Triodanis perfoliata Nieuwl.
3169120	Euonymus alatus (Thunb.) Siebold	SPECIES	ACCEPTED	3169120: Euonymus alatus (Thunb.) Siebold
3169329	Androsace maxima L.	SPECIES	ACCEPTED	3169329: Androsace maxima L.
3169340	Lysimachia punctata L.	SPECIES	ACCEPTED	3169340: Lysimachia punctata L.
3169391	Lysimachia ciliata L.	SPECIES	ACCEPTED	3169391: Lysimachia ciliata L.
3169708	Vinca major L.	SPECIES	ACCEPTED	3169708: Vinca major L.
3170040	Gentiana lutea L.	SPECIES	ACCEPTED	3170040: Gentiana lutea L.
3170247	Asclepias syriaca L.	SPECIES	ACCEPTED	3170247: Asclepias syriaca L.
3170266	Asclepias incarnata L.	SPECIES	ACCEPTED	3170266: Asclepias incarnata L.
3170823	Paulownia tomentosa (Thunb.) Steud.	SPECIES	ACCEPTED	3170823: Paulownia tomentosa (Thunb.) Steud.
3171304	Mazus pumilus (Burm.f.) Steenis	SPECIES	ACCEPTED	3171304: Mazus pumilus (Burm.f.) Steenis
3171888	Lindernia dubia Pennell	SPECIES	ACCEPTED	3171888: Lindernia dubia Pennell
3171948	Verbascum phlomoides L.	SPECIES	ACCEPTED	3171948: Verbascum phlomoides L.
3171951	Verbascum phoeniceum L.	SPECIES	ACCEPTED	3171951: Verbascum phoeniceum L.
3171952	Verbascum speciosum Schrad.	SPECIES	ACCEPTED	3171952: Verbascum speciosum Schrad.
3171954	Verbascum virgatum Stokes	SPECIES	ACCEPTED	3171954: Verbascum virgatum Stokes
3172001	Antirrhinum majus L.	SPECIES	ACCEPTED	3172001: Antirrhinum majus L.
3172059	Veronica spicata L.	SPECIES	ACCEPTED	3172059: Veronica spicata L.
3172068	Veronica cymbalaria Bodard	SPECIES	ACCEPTED	3172068: Veronica cymbalaria Bodard
3172077	Veronica persica Poir.	SPECIES	ACCEPTED	3172077: Veronica persica Poir.
3172100	Veronica filiformis Sm.	SPECIES	ACCEPTED	3172100: Veronica filiformis Sm.
3172104	Veronica peregrina L.	SPECIES	ACCEPTED	3172104: Veronica peregrina L.
3172118	Veronica longifolia L.	SPECIES	ACCEPTED	3172118: Veronica longifolia L.
3172206	Veronicastrum virginicum Farw.	SPECIES	ACCEPTED	3172206: Veronicastrum virginicum Farw.
3172266	Jasminum nudiflorum Lindl.	SPECIES	ACCEPTED	3172266: Jasminum nudiflorum Lindl.
3172291	Ligustrum ovalifolium Hassk.	SPECIES	ACCEPTED	3172291: Ligustrum ovalifolium Hassk.
3172294	Ligustrum sinense Lour.	SPECIES	ACCEPTED	3172294: Ligustrum sinense Lour.
3172347	Fraxinus ornus L.	SPECIES	ACCEPTED	3172347: Fraxinus ornus L.
3172348	Fraxinus pennsylvanica Marshall	SPECIES	ACCEPTED	3172348: Fraxinus pennsylvanica Marshall
3172613	Catalpa ovata G.Don	SPECIES	ACCEPTED	3172613: Catalpa ovata G.Don
3172615	Catalpa bignonioides Walter	SPECIES	ACCEPTED	3172615: Catalpa bignonioides Walter
3172622	Sesamum indicum L.	SPECIES	ACCEPTED	3172621: Sesamum orientale L.
3173338	Buddleja davidii Franch.	SPECIES	ACCEPTED	3173338: Buddleja davidii Franch. | 4055561: Buddleja variabilis Hemsl.
3188711	Ammannia coccinea Rottb.	SPECIES	ACCEPTED	3188711: Ammannia coccinea Rottb.
3188757	Trapa natans L.	SPECIES	ACCEPTED	3188757: Trapa natans L.
3188830	Oenothera stricta Link	SPECIES	ACCEPTED	3188830: Oenothera stricta Link
3188859	Oenothera speciosa Nutt.	SPECIES	ACCEPTED	3188859: Oenothera speciosa Nutt.
3188884	Oenothera oakesiana Robbins ex S.Watson	SPECIES	ACCEPTED	3188884: Oenothera oakesiana Robbins ex S.Watson
3188894	Oenothera glazioviana Micheli	SPECIES	ACCEPTED	3188894: Oenothera glazioviana Micheli | 7749574: Oenothera glazioviana var. glazioviana | 3188895: Oenothera erythrosepala (Borbás) Borbás | 7440977: Oenothera glazioviana var. azorica Rostanski
3188924	Oenothera biennis L.	SPECIES	ACCEPTED	3188924: Oenothera biennis L.
3188926	Oenothera pycnocarpa G.F.Atk. & Bartlett	SPECIES	ACCEPTED	3188926: Oenothera pycnocarpa G.F.Atk. & Bartlett
3189073	Epilobium brachycarpum C.Presl	SPECIES	ACCEPTED	3189073: Epilobium brachycarpum C.Presl
3189497	Hypericum calycinum L.	SPECIES	ACCEPTED	3189497: Hypericum calycinum L.
3189762	Plantago arenaria Waldst. & Kit.	SPECIES	ACCEPTED	3189762: Plantago arenaria Waldst. & Kit.
3189815	Aesculus hippocastanum L.	SPECIES	ACCEPTED	3189815: Aesculus hippocastanum L.
3189828	Aesculus parviflora Walter	SPECIES	ACCEPTED	3189828: Aesculus parviflora Walter
3189837	Acer saccharinum L.	SPECIES	ACCEPTED	3189837: Acer saccharinum L.
3189866	Acer negundo L.	SPECIES	ACCEPTED	3189866: Acer negundo L.
3189883	Acer rubrum L.	SPECIES	ACCEPTED	3189883: Acer rubrum L.
3189939	Cardiospermum halicacabum L.	SPECIES	ACCEPTED	3189939: Cardiospermum halicacabum L.
3190382	Ruta graveolens L.	SPECIES	ACCEPTED	3190382: Ruta graveolens L.
3190411	Ptelea trifoliata L.	SPECIES	ACCEPTED	3190411: Ptelea trifoliata L.
3190522	Cotinus coggygria Scop.	SPECIES	ACCEPTED	3190522: Cotinus coggygria Scop.
3190538	Rhus typhina L.	SPECIES	ACCEPTED	3190535: Rhus hirta (L.) Sudw. | 3190538: Rhus typhina L.
3190653	Ailanthus altissima Swingle	SPECIES	ACCEPTED	3190653: Ailanthus altissima Swingle
3586046	Gladiolus ×hortulanus L.H.Bailey	SPECIES	ACCEPTED	3586046: Gladiolus ×hortulanus L.H.Bailey
3593900	Herniaria cinerea DC.	SPECIES	ACCEPTED	3593900: Herniaria cinerea DC.
3627235	Oxalis ×uittienii J.Jansen	SPECIES	DOUBTFUL	3627235: Oxalis ×uittienii J.Jansen
3631129	Eryngium giganteum M.Bieb.	SPECIES	ACCEPTED	3631129: Eryngium giganteum M.Bieb.
3633319	Tordylium maximum L.	SPECIES	ACCEPTED	3633319: Tordylium maximum L.
3636471	Hydrocotyle novae-zeelandiae DC.	SPECIES	ACCEPTED	3636471: Hydrocotyle novae-zeelandiae DC.
3637112	Scandix iberica M.Bieb.	SPECIES	ACCEPTED	3637112: Scandix iberica M.Bieb.
3639326	Bupleurum croceum Fenzl	SPECIES	ACCEPTED	3639326: Bupleurum croceum Fenzl
3640194	Ridolfia segetum Moris	SPECIES	ACCEPTED	3640194: Ridolfia segetum Moris
3642339	Chaerophyllum byzantinum Boiss.	SPECIES	ACCEPTED	3642339: Chaerophyllum byzantinum Boiss.
3642531	Chaerophyllum aureum L.	SPECIES	ACCEPTED	3642531: Chaerophyllum aureum L.
3646556	Pterostyrax hispidus Siebold & Zucc.	SPECIES	ACCEPTED	3646556: Pterostyrax hispidus Siebold & Zucc.
3663772	Oenothera moravica V.Jehlík & Rostański	SPECIES	ACCEPTED	3663772: Oenothera moravica V.Jehlík & Rostański
3664287	Oenothera casimiri Rostański	SPECIES	ACCEPTED	3664287: Oenothera casimiri Rostański
3664589	Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch	SPECIES	ACCEPTED	3189268: Gaura lindheimeri Engelm. & Gray | 3664589: Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch
3664677	Oenothera subterminalis R.R.Gates	SPECIES	ACCEPTED	3664677: Oenothera subterminalis R.R.Gates
3665817	Oenothera rubricauloides Rostański	SPECIES	ACCEPTED	3665817: Oenothera rubricauloides Rostański
3665940	Oenothera royfraseri R.R.Gates	SPECIES	ACCEPTED	3665940: Oenothera royfraseri R.R.Gates
3666323	Epilobium dodonaei Vill.	SPECIES	ACCEPTED	3666323: Epilobium dodonaei Vill.
3667238	Oenothera paradoxa Hudziok	SPECIES	ACCEPTED	3667238: Oenothera paradoxa Hudziok
3678256	Cuscuta lupuliformis Krock.	SPECIES	ACCEPTED	3678256: Cuscuta lupuliformis Krock.
3678949	Calystegia pulchra Brummitt & Heywood	SPECIES	ACCEPTED	3678949: Calystegia pulchra Brummitt & Heywood
3686235	Staphylea pinnata L.	SPECIES	ACCEPTED	3686235: Staphylea pinnata L.
3690997	Cardamine occulta Hornem.	SPECIES	ACCEPTED	3690997: Cardamine occulta Hornem.
3711564	Hypericum inodorum Mill.	SPECIES	ACCEPTED	3711564: Hypericum inodorum Mill.
3728894	Phelipanche ramosa Pomel	SPECIES	ACCEPTED	3173272: Orobanche ramosa L.
3740974	Verbascum brockmuelleri Ruhmer	SPECIES	ACCEPTED	3740974: Verbascum brockmuelleri Ruhmer
3741446	Erinus alpinus L.	SPECIES	ACCEPTED	3741446: Erinus alpinus L.
3754587	Rodgersia podophylla A.Gray	SPECIES	ACCEPTED	3754587: Rodgersia podophylla A.Gray
3756077	Chenopodium giganteum D.Don	SPECIES	ACCEPTED	3756077: Chenopodium giganteum D.Don
3768287	Acer cissifolium K.Koch	SPECIES	DOUBTFUL	3768287: Acer cissifolium K.Koch
3802845	Petunia punctata Paxton	SPECIES	ACCEPTED	3802845: Petunia punctata Paxton
3827975	Pelargonium candicans Spreng.	SPECIES	ACCEPTED	3827975: Pelargonium candicans Spreng.
3829143	Erodium stephanianum Willd.	SPECIES	ACCEPTED	3829143: Erodium stephanianum Willd.
3853033	Neillia incisa (Thunb.) S.H.Oh	SPECIES	ACCEPTED	2987953: Stephanandra incisa (Thunb.) Zabel | 3853033: Neillia incisa (Thunb.) S.H.Oh
3872463	Tarenaya hassleriana (Chodat) Iltis	SPECIES	ACCEPTED	3054217: Cleome hassleriana Chod.
3883897	Clinopodium menthifolium (Host) Stace	SPECIES	ACCEPTED	5610623: Calamintha ascendens Jord. | 7309177: Calamintha menthifolia Host | 3883897: Clinopodium menthifolium (Host) Stace
3883959	Salvia viridis L.	SPECIES	ACCEPTED	3883959: Salvia viridis L.
3886505	Phlomis russeliana Lag. ex Benth.	SPECIES	ACCEPTED	3886505: Phlomis russeliana Lag. ex Benth.
3889056	Perovskia atriplicifolia Benth.	SPECIES	ACCEPTED	3889056: Perovskia atriplicifolia Benth.
3892732	Lamium orvala L.	SPECIES	ACCEPTED	3892732: Lamium orvala L.
3902360	Mentha cervina L.	SPECIES	ACCEPTED	3902360: Mentha cervina L.
3916499	Caylusea abyssinica Fisch. & C.A.Mey.	SPECIES	ACCEPTED	3916499: Caylusea abyssinica Fisch. & C.A.Mey.
3921611	Clematis flammula L.	SPECIES	ACCEPTED	3921611: Clematis flammula L.
3925834	Anemone ×hybrida Paxton	SPECIES	ACCEPTED	3925834: Anemone ×hybrida Paxton
3927746	Anemone apennina L.	SPECIES	ACCEPTED	3927746: Anemone apennina L.
3927790	Ranunculus gramineus L.	SPECIES	ACCEPTED	3927790: Ranunculus gramineus L.
3935421	Malope trifida Cav.	SPECIES	ACCEPTED	3935421: Malope trifida Cav.
3940423	Malva thuringiaca Vis.	SPECIES	ACCEPTED	3152771: Lavatera thuringiaca L. | 9257133: Lavatera thuringiaca subsp. thuringiaca
3940960	Malva punctata Alef.	SPECIES	ACCEPTED	3938081: Lavatera punctata All.
3981543	Berberis julianae C.K.Schneid.	SPECIES	ACCEPTED	3981543: Berberis julianae C.K.Schneid.
3988701	Lythrum junceum Banks & Solander	SPECIES	ACCEPTED	3988701: Lythrum junceum Banks & Solander
4005004	Lysimachia fortunei Maxim.	SPECIES	ACCEPTED	4005004: Lysimachia fortunei Maxim.
4021919	Portulaca sativa Haw.	SPECIES	ACCEPTED	7643669: Portulaca oleracea subsp. sativa (Haw.) Celak.
4023278	Portulaca granulatostellulata (Poelln.) Ricceri & Arrigoni	SPECIES	ACCEPTED	4023278: Portulaca granulatostellulata (Poelln.) Ricceri & Arrigoni
4034001	Persicaria nepalensis (Meisn.) H.Gross	SPECIES	ACCEPTED	8207955: Persicaria nepalensis (Meisn.) Miyabe
4038485	Reynoutria bohemica Chrtek & Chrtková	SPECIES	ACCEPTED	5652296: Fallopia bohemica (Chrtek & Chrtková) J.P.Bailey
4046493	Polystichum luctuosum (Kunze) Moore.	SPECIES	ACCEPTED	2651108: Polystichum tsus-simense (Hook.) J.Sm.
4048240	Elaeagnus submacrophylla Serv.	SPECIES	ACCEPTED	4048240: Elaeagnus submacrophylla Serv. | 7293098: Elaeagnus ×ebbingei Door.
4055853	Buddleja albiflora Hemsl.	SPECIES	ACCEPTED	4055853: Buddleja albiflora Hemsl.
4063372	Trachystemon orientalis (L.) G.Don	SPECIES	DOUBTFUL	4063372: Trachystemon orientalis (L.) G.Don
4067302	Symphytum grandiflorum DC.	SPECIES	ACCEPTED	4067302: Symphytum grandiflorum DC.
4102909	Lomelosia stellata Raf.	SPECIES	ACCEPTED	2888804: Scabiosa stellata L.
4102952	Knautia macedonica Griseb.	SPECIES	ACCEPTED	4102952: Knautia macedonica Griseb.
4120602	Semiarundinaria fastuosa Makino	SPECIES	ACCEPTED	4120602: Semiarundinaria fastuosa Makino
4122968	Agrostis fouilladeana Lambinon & Verloove	SPECIES	ACCEPTED	4122968: Agrostis fouilladeana Lambinon & Verloove
4125308	Panicum schinzii Hack.	SPECIES	ACCEPTED	4125308: Panicum schinzii Hack.
4127352	Sasaella ramosa Makino	SPECIES	ACCEPTED	4127352: Sasaella ramosa Makino
4128347	Bromus intermedius Guss.	SPECIES	ACCEPTED	4128347: Bromus intermedius Guss.
